#SEED: 0.3703575753606856
SAT0,45.45275291355736,159.83267078290737,353.28219155486835
SAT1,-44.739735918517376,103.71815000255498,378.01124794495826
SAT2,-45.841740886281734,122.2464526227975,615.4031480370625
SAT3,-76.63188007152353,133.40208988100602,611.9176188593184
SAT4,-7.136526908002992,-134.43812677701573,407.70499516857393
SAT5,-70.96952997066106,-46.617861893635904,506.3581387149769
SAT6,25.625353351390117,93.06192163283862,680.152365831809
SAT7,41.986966623808286,-110.33706236631014,618.0408440995286
SAT8,-30.246062743154518,149.2424214816071,488.6635543601941
SAT9,0.673424099513241,18.18208134190985,342.5069102787625
SAT10,-86.69326666462352,135.761628963872,411.8597733726902
SAT11,61.0375809823536,18.16344510134124,559.8331883292981
SAT12,26.226192494369656,84.72616200049083,344.93133365720115
SAT13,33.47620342422003,16.237137339409372,403.9247768198525
SAT14,38.537230408492235,-167.05506047895122,686.7827953942847
SAT15,85.53499076201078,-38.35088253692874,529.2380627422449
SAT16,-53.193491707353466,109.24630090159036,572.6202456559217
SAT17,-10.76815075458508,-154.2274957873452,527.2610520386547
SAT18,34.0838742803728,-135.4086049585801,612.5436841668369
SAT19,-76.40471291096729,114.11645100613703,585.5935820908321
ROUTE,55.221093958735054,139.3568429899493,59.99886026303042,26.509085501460476
